,token_ids,Artifact,Category,Eastern Resource,Eastern Resource Tier,Environment,Environment Tier,Koda,Northern Resource,Northern Resource Tier,Obelisk Piece,Plot,Sediment,Sediment Tier,Southern Resource,Southern Resource Tier,Western Resource,Western Resource Tier,block_timestamp,price_usd,koda_or_not
1606,1570,74,3,27,1,23,0,9992,65,1,1,-1.7246139910189113,0,1,74,0,74,0,-0.1183770205092236,6455.769378659003,0
1607,1571,74,1,74,0,17,1,9992,74,0,0,-1.724579276641097,0,2,74,0,8,2,-0.9988683705940213,8522.698409626539,0
1613,1577,74,2,74,0,9,1,9992,62,1,1,-1.7243709903742108,0,0,74,0,36,1,-1.486525118333294,15462.178062996403,0
1635,1599,74,1,74,0,2,3,9992,47,3,1,-1.723607274062295,0,1,74,0,51,1,-1.5542552221859707,38340.006911869226,0
1652,1616,74,4,32,2,22,2,9992,52,1,1,-1.7230171296394508,0,0,74,0,74,0,-1.5948932844975767,40000.01659363623,0
1655,1619,55,7,62,1,25,0,9992,74,0,1,-1.7229129865060078,0,0,74,0,74,0,-1.608439305268112,41000.40294847005,0
1669,1633,74,3,47,1,28,0,9992,74,0,1,-1.7224269852166068,0,2,3,1,47,1,-1.6219853260386474,109235.60995550411,0
1688,1652,74,7,47,3,12,0,9992,32,1,0,-1.7217674120381339,0,2,74,0,74,0,-1.608439305268112,41000.40294847005,0
1692,1656,74,6,29,3,27,1,9992,62,3,1,-1.7216285545268766,0,0,56,1,51,3,-1.4729790975627586,20847.111798690185,0
1694,1658,74,3,29,3,3,3,9992,51,2,1,-1.7215591257712477,0,2,51,3,55,1,-1.608439305268112,42301.105386835305,0
1714,1678,74,5,74,0,11,0,9992,74,0,1,-1.7208648382149607,0,2,35,1,39,2,0.17963543644255411,8417.776937902123,0
1715,1678,74,5,74,0,11,0,9992,74,0,1,-1.7208648382149607,0,2,35,1,39,2,-1.608439305268112,53159.14313318875,0
1716,1678,74,5,74,0,11,0,9992,74,0,1,-1.7208648382149607,0,2,35,1,39,2,-1.608439305268112,42099.77927028833,0
1717,1678,74,5,74,0,11,0,9992,74,0,1,-1.7208648382149607,0,2,35,1,39,2,-1.6219853260386474,27308.902488876032,0
1724,1685,20,7,74,0,6,1,9992,73,3,1,-1.7206218375702602,0,0,47,2,74,0,-0.6331258097895669,11420.052430247251,0
1726,1687,74,7,31,1,12,4,9992,32,2,1,-1.7205524088146313,0,1,73,1,4,1,-1.6219853260386474,136544.51244438018,0
1732,1693,74,3,74,0,23,1,9992,74,0,1,-1.7203441225477452,0,1,74,0,74,0,0.13899737413094806,9756.642030102166,0
1733,1693,74,3,74,0,23,1,9992,74,0,1,-1.7203441225477452,0,1,74,0,74,0,-0.7008559136422436,10036.602335639796,0
1734,1693,74,3,74,0,23,1,9992,74,0,1,-1.7203441225477452,0,1,74,0,74,0,-1.6219853260386474,54344.715952863306,0
1745,1704,74,5,32,3,11,3,9992,74,0,1,-1.7199622643917873,0,2,74,0,47,2,-1.608439305268112,69983.44641204369,0
1747,1706,53,3,39,2,8,3,9992,74,0,1,-1.7198928356361587,0,0,74,0,74,0,-1.5948932844975767,47142.87669964269,0
1757,1716,74,1,74,0,17,3,1917,74,0,1,-1.719545691858015,0,0,74,0,74,0,-0.443481519002072,38927.315457193145,1
1758,1717,74,5,36,3,19,1,9992,29,2,1,-1.7195109774802007,0,0,74,0,31,3,-1.567801242956506,49954.45072942266,0
1777,1736,21,4,55,3,10,0,9992,74,0,1,-1.7188514043017278,0,0,2,2,74,0,-0.5924877474779608,23386.198356883386,0
1796,1755,74,6,74,0,27,2,9992,74,0,1,-1.7181918311232551,0,2,31,1,4,1,-0.18610712436190036,8125.970919651952,0
1820,1779,74,7,47,1,15,2,9992,74,0,1,-1.7173586860557104,0,0,42,3,74,0,-1.6219853260386474,40908.7359283363,0
1823,1782,74,1,74,0,26,1,9992,74,0,1,-1.7172545429222674,0,0,74,0,74,0,-1.486525118333294,24598.9196456761,0
1824,1782,74,1,74,0,26,1,9992,74,0,1,-1.7172545429222674,0,0,74,0,74,0,-1.5542552221859707,27456.39204656442,0
1828,1786,74,1,31,3,2,3,9992,74,0,0,-1.71711568541101,0,1,74,0,47,1,-1.4729790975627586,18741.55350702248,0
1829,1786,74,1,31,3,2,3,9992,74,0,0,-1.71711568541101,0,1,74,0,47,1,-1.608439305268112,48041.16179962111,0
1834,1791,74,5,32,3,21,1,1693,74,0,1,-1.716942113521938,0,2,47,3,47,3,-1.567801242956506,149951.5589876725,1
1845,1802,74,3,73,3,23,1,9992,73,1,1,-1.7165602553659802,0,1,74,0,74,0,-1.4323410352511525,18240.692614490577,0
1849,1806,74,5,74,0,21,4,9992,74,0,0,-1.7164213978547227,0,0,74,0,47,1,-0.9988683705940213,8522.698409626539,0
1856,1813,74,3,74,0,28,2,9992,42,1,1,-1.7161783972100222,0,0,74,0,26,1,-1.2697887860047283,14390.421685300906,0
1857,1813,74,3,74,0,28,2,9992,42,1,1,-1.7161783972100222,0,0,74,0,26,1,-1.337518889857405,19740.608592425306,0
1862,1818,74,3,47,2,23,0,9992,62,2,1,-1.7160048253209506,0,0,31,3,32,3,-1.5948932844975767,43142.87504027907,0
1872,1828,74,6,29,1,18,1,9992,39,1,1,-1.7156576815428068,0,1,31,1,74,0,-1.5407092014154353,28304.980317730107,0
1877,1833,74,1,74,0,2,3,9992,74,0,0,-1.715484109653735,0,0,74,0,73,1,-0.6195797890190315,8022.106777989177,0
1879,1835,74,2,74,0,13,2,9992,74,0,1,-1.7154146808981063,0,1,74,0,16,1,-1.5407092014154353,41918.32799435269,0
1880,1835,74,2,74,0,13,2,9992,74,0,1,-1.7154146808981063,0,1,74,0,16,1,-1.608439305268112,70690.34991115525,0
1890,1845,74,3,62,3,28,0,9992,74,0,1,-1.7150675371199628,0,1,74,0,74,0,-1.608439305268112,37748.6468525569,0
1900,1855,39,1,74,0,17,4,9992,29,2,1,-1.7147203933418191,0,1,29,2,74,0,0.017083187196129904,15396.050650842104,0
1906,1861,21,3,51,1,3,2,8166,74,0,1,-1.714512107074933,0,0,1,1,74,0,-1.5000711391038293,78285.79956768046,1
1908,1863,41,3,55,2,8,0,9992,74,0,1,-1.7144426783193043,0,0,74,0,74,0,-1.608439305268112,53724.66593247799,0
1909,1864,74,1,74,0,16,4,4322,74,0,1,-1.71440796394149,0,1,74,0,32,2,-1.2697887860047283,71988.12950706849,1
1920,1875,74,1,74,0,2,0,9992,3,2,1,-1.7140261057855322,0,2,31,2,57,3,-1.608439305268112,36758.98195380073,0
1922,1877,74,2,74,0,13,1,9992,58,2,1,-1.7139566770299033,0,0,55,3,3,3,-1.4729790975627586,22243.868289202423,0
1923,1877,74,2,74,0,13,1,9992,58,2,1,-1.7139566770299033,0,0,55,3,3,3,-1.486525118333294,16047.866625988692,0
1925,1879,74,1,32,3,2,0,9992,74,0,1,-1.7138872482742746,0,0,74,0,74,0,-0.0912849789681529,6232.659923340724,0
1936,1890,74,4,74,0,10,3,9951,29,2,1,-1.7135053901183166,0,1,32,2,73,3,-1.608439305268112,791731.9190049388,1
1937,1890,74,4,74,0,10,3,9951,29,2,1,-1.7135053901183166,0,1,32,2,73,3,-1.6219853260386474,273089.02488876035,1
1941,1894,74,2,74,0,4,0,9992,74,0,1,-1.7133665326070593,0,0,74,0,3,3,-1.5948932844975767,32857.15648762976,0
1945,1898,24,3,39,3,23,0,9992,55,1,0,-1.7132276750958018,0,0,74,0,47,3,-0.6195797890190315,11141.814969429412,0
1958,1911,74,7,62,2,12,3,9992,74,0,1,-1.712776388184215,0,1,4,2,74,0,-0.0912849789681529,6475.490829444908,0
1999,1952,74,1,74,0,26,4,9992,74,0,1,-1.7113530986938266,0,1,29,1,73,3,-1.5813472637270414,50095.73508282679,0
2015,1968,74,3,51,2,28,2,9992,73,2,0,-1.7107976686487967,0,0,74,0,74,0,-1.6219853260386474,114697.39045327934,0
2018,1971,7,2,25,2,14,1,9992,39,2,1,-1.7106935255153537,0,1,74,0,32,2,-1.3917029729395465,25122.74187606256,0
2024,1977,74,4,47,2,22,3,8576,29,2,1,-1.7104852392484675,0,1,39,3,51,1,-1.2833348067752637,58399.56770035971,1
2035,1988,74,5,31,1,11,1,7058,42,2,1,-1.7101033810925095,0,0,73,2,74,0,-0.42993549823153665,40890.2173661944,1
2043,1996,74,4,74,0,7,3,606,27,1,1,-1.7098256660699946,0,1,51,1,36,2,-1.608439305268112,197904.70361127023,1
2078,2031,74,4,74,0,22,2,9992,74,0,1,-1.708610662846492,0,2,74,0,29,1,-0.5789417267074255,10830.802215667964,0
2091,2044,74,3,51,1,8,0,9992,74,0,0,-1.7081593759349054,0,2,55,2,74,0,-1.2426967444636576,10712.785333885637,0
2109,2062,74,7,74,0,6,1,9992,74,0,0,-1.707534517134247,0,2,74,0,74,0,-1.066598474446698,9971.937834681954,0
2110,2062,74,7,74,0,6,1,9992,74,0,0,-1.707534517134247,0,2,74,0,74,0,-1.608439305268112,38172.78895202383,0
2117,2069,53,5,74,0,21,2,9992,36,2,1,-1.7072915164895466,0,1,74,0,74,0,-0.6331258097895669,10381.86584567932,0
2121,2073,74,6,31,1,20,0,9992,74,0,1,-1.707152658978289,0,2,4,1,74,0,0.22027349875416016,7165.781530069739,0
2122,2073,74,6,31,1,20,0,9992,74,0,1,-1.707152658978289,0,2,4,1,74,0,-1.608439305268112,35175.51811579085,0
2127,2078,74,4,73,2,10,3,9992,74,0,1,-1.7069790870892174,0,0,74,0,74,0,-1.066598474446698,10737.729387929649,0
2132,2083,22,4,69,3,1,2,9992,74,0,1,-1.7068055152001456,0,2,74,0,74,0,-0.07773895819761754,6814.876195044754,0
2133,2084,74,2,29,2,14,3,3169,74,0,0,-1.7067708008223312,0,2,74,0,31,1,-1.608439305268112,225332.55937679845,1
2172,2123,74,1,74,0,26,1,9992,74,0,1,-1.7054169400875712,0,1,74,0,74,0,-1.608439305268112,36671.325919910894,0
2174,2125,74,1,74,0,2,0,9992,74,0,1,-1.7053475113319425,0,2,74,0,27,2,0.22027349875416016,6614.0950971063485,0
2175,2125,74,1,74,0,2,0,9992,74,0,1,-1.7053475113319425,0,2,74,0,27,2,-1.2291507236931223,10852.32134218612,0
2179,2129,74,6,3,3,24,3,9992,29,1,1,-1.705208653820685,0,1,27,3,36,3,-1.5813472637270414,52851.000512382256,0
2180,2129,74,6,3,3,24,3,9992,29,1,1,-1.705208653820685,0,1,27,3,36,3,-1.608439305268112,38172.78895202383,0
2201,2150,74,6,74,0,24,0,9992,47,1,0,-1.7044796518865835,0,0,29,1,74,0,-0.6873098928717083,8536.689682927616,0
2204,2153,74,3,74,0,23,2,9992,4,2,1,-1.7043755087531405,0,2,74,0,32,2,-1.3781569521690111,17442.409612737745,0
2237,2186,74,6,74,0,27,1,9992,74,0,0,-1.7032299342852666,0,2,32,1,74,0,-1.5948932844975767,31428.58446642846,0
2241,2190,74,6,62,1,18,4,9992,29,1,0,-1.7030910767740093,0,0,39,2,51,1,-1.4729790975627586,24370.273692668823,0
2251,2200,74,1,51,2,16,4,9992,32,2,1,-1.7027439329958656,0,0,29,1,55,3,0.12545135336041272,9032.819354725269,0
2271,2220,74,6,74,0,24,1,9992,32,2,1,-1.7020496454395784,0,1,74,0,4,2,-1.6219853260386474,108389.03397834898,0
2302,2251,28,3,62,3,23,2,9992,74,0,0,-1.7009734997273334,0,0,4,2,74,0,-0.18610712436190036,9673.77490434756,0
2317,2266,74,2,74,0,9,0,9992,74,0,1,-1.700452784060118,0,1,3,3,74,0,-1.5948932844975767,37114.30111080961,0
2323,2272,74,6,29,1,18,2,9992,74,0,0,-1.7002444977932318,0,2,74,0,74,0,-0.8092240798065264,8247.023356446382,0
2341,2290,74,3,74,0,8,0,9992,74,0,1,-1.6996196389925733,0,0,39,1,55,1,-1.0395064329056274,6895.274940832777,0
2347,2296,74,2,32,2,13,2,7560,74,0,1,-1.6994113527256873,0,2,27,2,74,0,0.12545135336041272,29953.39060634286,1
2370,2319,74,4,74,0,10,2,9992,36,1,0,-1.698612922035957,0,2,74,0,74,0,-1.5407092014154353,36275.39320396178,0
2376,2325,74,3,27,2,23,0,9992,65,2,1,-1.698404635769071,0,0,55,1,42,2,-1.608439305268112,45241.82394313936,0
2377,2325,74,3,27,2,23,0,9992,65,2,1,-1.698404635769071,0,0,55,1,42,2,-1.608439305268112,36617.60125397842,0
2381,2329,74,6,74,0,24,2,9992,74,0,1,-1.6982657782578134,0,1,74,0,74,0,-1.608439305268112,38144.51281205937,0
2384,2332,74,2,39,1,14,3,9992,42,1,1,-1.6981616351243705,0,0,55,2,74,0,-0.4705735605431427,10154.6487090901,0
2385,2332,74,2,39,1,14,3,9992,42,1,1,-1.6981616351243705,0,0,55,2,74,0,-1.4729790975627586,18970.87173680807,0
2387,2334,69,1,74,0,2,3,9992,74,0,1,-1.6980922063687416,0,2,74,0,74,0,-0.34865937360832455,10611.961494726123,0
2390,2337,74,6,74,0,27,3,9992,74,0,1,-1.6979880632352986,0,0,27,1,74,0,-1.608439305268112,36758.98195380073,0
2414,2361,74,5,55,1,11,0,751,34,3,0,-1.6971549181677539,0,0,3,3,3,3,-0.5924877474779608,34463.87126277551,1
2421,2368,74,6,74,0,24,1,9992,74,0,1,-1.6969119175230534,0,0,62,1,38,3,-1.3781569521690111,16848.217636919206,0
2441,2388,74,7,42,3,6,0,9992,74,0,1,-1.6962176299667664,0,0,42,2,74,0,-1.486525118333294,15696.45348819332,0
2447,2394,74,4,74,0,1,1,9992,74,0,1,-1.6960093436998802,0,1,29,1,74,0,-1.5948932844975767,30000.012445227167,0
2483,2430,74,7,62,2,25,4,9992,73,2,1,-1.6947596260985633,0,0,74,0,4,1,-0.6602178513306376,12260.932476882152,0
2484,2430,74,7,62,2,25,4,9992,73,2,1,-1.6947596260985633,0,0,74,0,4,1,-1.215604702922587,18962.097223310106,0
2485,2430,74,7,62,2,25,4,9992,73,2,1,-1.6947596260985633,0,0,74,0,4,1,-1.5948932844975767,48571.44872084398,0
2491,2436,74,3,74,0,8,3,9992,74,0,0,-1.6945513398316772,0,0,74,0,74,0,-1.608439305268112,42414.20994669315,0
2492,2436,74,3,74,0,8,3,9992,74,0,0,-1.6945513398316772,0,0,74,0,74,0,-1.608439305268112,39021.0731509577,0
2493,2437,74,5,51,3,11,1,9992,39,1,1,-1.6945166254538628,0,0,42,1,62,1,-1.608439305268112,59379.89392537041,0
2500,2444,74,3,29,3,28,2,9992,31,3,1,-1.6942736248091623,0,0,55,3,74,0,-1.5813472637270414,41718.61493842075,0
2528,2472,74,7,70,3,12,0,9992,74,0,0,-1.6933016222303603,0,0,4,2,74,0,-1.2833348067752637,13436.379364204136,0
2559,2503,74,3,32,3,23,0,9992,74,0,1,-1.692225476518115,0,2,74,0,4,3,-1.0395064329056274,7039.5275546577295,0
2562,2506,74,6,62,1,24,4,1215,74,0,1,-1.692121333384672,0,0,29,1,55,1,-1.256242765234193,51801.70057068288,1
2563,2506,74,6,62,1,24,4,1215,74,0,1,-1.692121333384672,0,0,29,1,55,1,-1.5407092014154353,94349.93439243369,1
2564,2507,74,2,25,1,14,2,9992,4,1,0,-1.6920866190068578,0,0,25,3,4,3,-1.6219853260386474,133813.62219549256,0
2565,2508,74,4,74,0,10,0,9992,74,0,1,-1.6920519046290432,0,0,74,0,39,2,-1.3646109313984758,21938.88078321915,0
2566,2508,74,4,74,0,10,0,9992,74,0,1,-1.6920519046290432,0,0,74,0,39,2,-1.5948932844975767,42857.16063603881,0
2568,2510,74,4,3,2,22,0,9992,55,2,0,-1.6919824758734145,0,0,74,0,74,0,-1.6219853260386474,106504.71970661652,0
2571,2513,54,1,74,0,26,2,2076,14,1,0,-1.6918783327399716,0,1,74,0,74,0,-0.37575141514939525,50443.36688180134,1
2576,2518,41,7,74,0,15,0,9992,74,0,0,-1.6917047608508997,0,1,73,2,3,2,-0.21319916590297106,10270.813640933504,0
2603,2545,74,7,74,0,6,3,9992,74,0,1,-1.690767472649912,0,2,49,2,73,1,-1.3917029729395465,24075.960964559952,0
2604,2545,74,7,74,0,6,3,9992,74,0,1,-1.690767472649912,0,2,49,2,73,1,-1.486525118333294,15930.728913390236,0
2612,2553,74,7,74,0,6,0,9992,74,0,0,-1.6904897576273972,0,0,74,0,74,0,-1.608439305268112,41848.68714740391,0
2613,2553,74,7,74,0,6,0,9992,74,0,0,-1.6904897576273972,0,0,74,0,74,0,-1.6219853260386474,37385.88750727129,0
2615,2555,74,6,74,0,20,2,9992,74,0,1,-1.6904203288717685,0,0,74,0,62,2,-0.5247576436252841,9900.783167410684,0
2638,2578,74,2,74,0,9,0,9992,74,0,1,-1.6896218981820383,0,1,74,0,39,1,-1.5271631806449,12916.364011230637,0
2671,2611,12,5,74,0,0,1,9992,51,1,1,-1.6884763237141645,0,1,74,0,74,0,-1.3917029729395465,15701.7136725391,0
2676,2616,74,1,74,0,17,1,9992,8,3,1,-1.6883027518250926,0,0,74,0,74,0,-1.025960412135092,6031.459988671239,0
2708,2648,74,3,74,0,8,3,9992,29,1,1,-1.6871918917350333,0,0,39,1,74,0,0.22027349875416016,10866.789573072792,0
2709,2648,74,3,74,0,8,3,9992,29,1,1,-1.6871918917350333,0,0,39,1,74,0,-0.10483099973868824,5045.280704353683,0
2711,2650,74,6,74,0,20,1,1679,74,0,1,-1.6871224629794044,0,1,42,1,15,1,-1.608439305268112,110276.9458614022,1
2715,2654,74,4,62,2,7,3,9992,3,1,1,-1.686983605468147,0,0,36,1,32,3,-0.9988683705940213,12351.736825545706,0
2730,2669,74,4,42,1,7,3,9992,42,3,0,-1.6864628898009317,0,2,74,0,74,0,-1.567801242956506,47014.22408260556,0
2731,2669,74,4,42,1,7,3,9992,42,3,0,-1.6864628898009317,0,2,74,0,74,0,-1.5948932844975767,32191.15621134571,0
2734,2672,74,3,74,0,8,0,9992,74,0,0,-1.6863587466674885,0,1,47,2,61,3,-1.3104268483163344,7891.29399637906,0
2738,2676,26,1,74,0,2,2,9992,4,1,0,-1.6862198891562312,0,1,74,0,47,2,-0.6060337682484962,11915.18802382668,0
2742,2680,55,3,27,2,23,0,9992,39,3,0,-1.6860810316449737,0,0,55,1,4,3,-0.8498621421181325,11997.676169311018,0
2793,2731,74,6,74,0,24,1,9992,74,0,1,-1.6843105983764415,0,2,55,3,74,0,-1.567801242956506,36752.833085213846,0
2794,2731,74,6,74,0,24,1,9992,74,0,1,-1.6843105983764415,0,2,55,3,74,0,-1.5948932844975767,32828.58504720573,0
2821,2758,74,6,74,0,27,0,888,74,0,0,-1.6833733101754538,0,1,31,2,74,0,-1.6219853260386474,120159.17095105456,1
2825,2762,74,1,39,3,2,4,7779,57,1,1,-1.6832344526641962,0,1,3,3,55,1,-1.5813472637270414,139126.98871058394,1
2832,2769,74,3,42,1,3,2,9992,47,1,1,-1.6829914520194957,0,2,4,2,20,3,-1.4594330767922232,19406.40776271812,0
2835,2772,74,2,27,1,9,3,9992,68,3,1,-1.6828873088860528,0,0,74,0,74,0,-1.608439305268112,39586.59595024694,0
2850,2787,74,7,74,0,6,4,9992,62,1,1,-1.6823665932188374,0,0,74,0,74,0,-1.5542552221859707,48096.78286435208,0
2852,2789,69,3,55,1,8,1,9992,74,0,1,-1.6822971644632088,0,0,74,0,74,0,-1.567801242956506,42633.28637884806,0
2862,2799,74,1,74,0,26,2,9992,55,2,1,-1.681950020685065,0,0,74,0,47,2,-1.5813472637270414,30335.75068904511,0
2863,2799,74,1,74,0,26,2,9992,55,2,1,-1.681950020685065,0,0,74,0,47,2,-1.5948932844975767,28571.440424025877,0
2866,2802,74,2,74,0,9,2,9953,39,1,1,-1.681845877551622,0,2,31,2,74,0,-1.5000711391038293,346694.2552282992,1
2868,2804,74,5,74,0,0,0,9992,74,0,1,-1.6817764487959932,0,0,74,0,74,0,-1.3510649106279404,35276.20406838512,0
2874,2810,6,4,74,0,1,4,9992,27,2,1,-1.6815681625291072,0,2,36,3,62,2,0.15254339490148341,24523.56969821112,0
2884,2820,74,2,36,3,9,0,9992,73,2,1,-1.6812210187509635,0,0,74,0,73,2,-1.5542552221859707,33805.1673846589,0
2885,2820,74,2,36,3,9,0,9992,73,2,1,-1.6812210187509635,0,0,74,0,73,2,-1.567801242956506,42603.88411237989,0
2886,2820,74,2,36,3,9,0,9992,73,2,1,-1.6812210187509635,0,0,74,0,73,2,-1.567801242956506,29402.26646817108,0
2902,2836,74,7,4,2,25,3,9992,42,1,0,-1.6806655887059339,0,0,39,2,74,0,-0.8363161213475971,11337.665580717909,0
2916,2850,17,6,74,0,24,1,9992,74,0,1,-1.6801795874165328,0,2,74,0,74,0,-0.673763872101173,9672.170880916889,0
2924,2858,74,6,74,0,24,4,9992,73,1,1,-1.679901872394018,0,2,29,3,32,1,-1.025960412135092,7237.751986405487,0
2962,2896,53,7,74,0,25,2,9992,31,3,1,-1.6785827260370723,0,0,74,0,74,0,-1.5948932844975767,42857.16063603881,0
2963,2897,74,3,74,0,8,1,9992,74,0,1,-1.678548011659258,0,1,61,3,61,1,-1.608439305268112,47503.91514029633,0
2964,2897,74,3,74,0,8,1,9992,74,0,1,-1.678548011659258,0,1,61,3,61,1,-1.608439305268112,38172.78895202383,0
2968,2901,74,7,74,0,12,4,9992,74,0,1,-1.6784091541480006,0,1,31,3,32,1,0.24736554029523086,14719.283652547956,0
2970,2903,74,3,74,0,3,0,9992,74,0,0,-1.6783397253923718,0,2,74,0,55,1,-1.5948932844975767,33742.87114077456,0
2971,2903,74,3,74,0,3,0,9992,74,0,0,-1.6783397253923718,0,2,74,0,55,1,-1.608439305268112,27569.236465350543,0
3014,2946,59,3,36,1,23,0,4312,74,0,1,-1.6768470071463544,0,1,74,0,74,0,-1.5948932844975767,111400.04621327687,1
3015,2946,59,3,36,1,23,0,4312,74,0,1,-1.6768470071463544,0,1,74,0,74,0,-1.5948932844975767,80000.03318727245,1
3045,2976,74,7,32,2,12,2,9992,62,3,1,-1.6758055758119237,0,0,47,3,73,3,-1.6219853260386474,56502.11924948452,0
3058,2989,41,1,36,2,2,0,9992,74,0,0,-1.675354288900337,0,1,55,2,74,0,-0.7414939759538497,9198.891527275731,0
3066,2997,74,3,36,2,8,0,9992,74,0,1,-1.6750765738778222,0,1,3,2,74,0,-1.608439305268112,43262.49414562702,0
3077,3008,74,1,74,0,26,3,9992,3,3,1,-1.6746947157218641,0,0,74,0,62,2,-0.7279479551833143,8222.739967560286,0
3078,3009,74,7,74,0,6,0,9992,74,0,0,-1.6746600013440498,0,0,74,0,74,0,-0.6195797890190315,8077.815852836325,0
3079,3009,74,7,74,0,6,0,9992,74,0,0,-1.6746600013440498,0,0,74,0,74,0,-0.6873098928717083,7914.73086317146,0
3080,3010,74,4,74,0,22,3,9992,74,0,1,-1.6746252869662355,0,1,32,3,74,0,-0.7279479551833143,9016.659688566106,0
3082,3012,74,1,62,2,2,0,9992,31,3,0,-1.6745558582106068,0,0,32,3,3,2,-0.6331258097895669,8305.492676543456,0
3090,3020,74,3,47,2,3,3,9992,42,1,0,-1.674278143188092,0,2,51,1,55,1,-1.5271631806449,28995.91920888509,0
3105,3035,74,1,74,0,17,1,9992,42,3,0,-1.6737574275208766,0,1,74,0,74,0,-1.4187950144806172,16510.939878923666,0
3106,3035,74,1,74,0,17,1,9992,42,3,0,-1.6737574275208766,0,1,74,0,74,0,-1.5407092014154353,28978.908420533204,0
3108,3037,74,1,74,0,16,0,9992,74,0,1,-1.6736879987652478,0,0,74,0,51,1,-0.1996531451324357,7336.332930239179,0
3109,3037,74,1,74,0,16,0,9992,74,0,1,-1.6736879987652478,0,0,74,0,51,1,-1.608439305268112,36617.60125397842,0
3113,3041,74,2,3,1,9,2,9992,74,0,0,-1.6735491412539905,0,2,36,3,3,2,-1.5000711391038293,21249.002739798983,0
3117,3045,74,4,74,0,7,3,9992,4,3,0,-1.673410283742733,0,2,36,2,74,0,-1.5813472637270414,47312.63868933641,0
3149,3077,74,1,74,0,26,2,2999,74,0,1,-1.6722994236526736,0,1,3,3,3,2,-1.1478745990699102,45046.564586794,1
3150,3077,74,1,74,0,26,2,2999,74,0,1,-1.6722994236526736,0,1,3,3,3,2,-1.215604702922587,43912.22514871814,1
3191,3118,74,3,32,2,8,4,9992,55,1,1,-1.6708761341622849,0,2,74,0,36,1,-1.608439305268112,59379.89392537041,0
3199,3126,74,6,36,3,27,1,9992,4,1,1,-1.67059841913977,0,1,74,0,74,0,0.098359311819342,3561.261946670821,0
3203,3130,74,4,55,2,1,1,9992,3,1,1,-1.6704595616285125,0,2,74,0,74,0,0.22027349875416016,7307.364773927601,0
3204,3130,74,4,55,2,1,1,9992,3,1,1,-1.6704595616285125,0,2,74,0,74,0,-1.608439305268112,45241.82394313936,0
3206,3132,74,2,74,0,13,3,9992,74,0,1,-1.6703901328728838,0,1,55,2,27,1,-1.608439305268112,50897.05193603178,0
3207,3132,74,2,74,0,13,3,9992,74,0,1,-1.6703901328728838,0,1,55,2,27,1,-1.6219853260386474,18979.68722976884,0
3225,3150,74,3,55,1,23,4,9992,62,2,1,-1.6697652740722253,0,2,32,1,9,1,-1.6219853260386474,117428.28070216694,0
3227,3152,74,6,74,0,20,1,9992,55,3,1,-1.6696958453165966,0,1,74,0,74,0,-1.5948932844975767,31742.87031109274,0
3249,3174,74,5,74,0,19,2,9992,32,1,1,-1.6689321290046808,0,1,74,0,62,3,-1.608439305268112,42385.93380672869,0
3251,3176,18,1,55,1,17,1,9992,74,0,0,-1.6688627002490521,0,1,74,0,74,0,-0.6602178513306376,9329.985760979847,0
3252,3176,18,1,55,1,17,1,9992,74,0,0,-1.6688627002490521,0,1,74,0,74,0,-1.5271631806449,36086.73945178518,0
3255,3179,35,6,32,3,24,2,9992,74,0,1,-1.668758557115609,0,0,74,0,31,2,-1.5407092014154353,41933.15441261435,0
3258,3182,74,2,42,2,9,1,9992,74,0,1,-1.668654413982166,0,0,74,0,74,0,-0.10483099973868824,5975.504334218893,0
3259,3182,74,2,42,2,9,1,9992,74,0,1,-1.668654413982166,0,0,74,0,74,0,-0.1996531451324357,4956.981709621067,0
3271,3194,74,3,32,2,28,0,9992,74,0,1,-1.6682378414483936,0,0,74,0,74,0,-1.5948932844975767,29828.58380268301,0
3283,3206,74,1,74,0,26,4,9992,74,0,1,-1.6678212689146212,0,2,73,2,74,0,-1.5948932844975767,51142.87835900631,0
3288,3211,74,1,74,0,2,0,9992,74,0,1,-1.6676476970255496,0,0,73,2,39,3,-1.5948932844975767,33942.87122374274,0
3290,3213,74,6,74,0,18,1,9992,74,0,0,-1.6675782682699207,0,2,55,3,74,0,-1.5948932844975767,31428.58446642846,0
3297,3220,32,2,74,0,14,0,9992,39,2,1,-1.6673352676252202,0,0,39,1,74,0,-1.2426967444636576,19705.79242019097,0
3314,3237,74,1,29,2,2,3,9992,4,1,1,-1.6667451232023762,0,0,74,0,57,3,-1.4729790975627586,27705.811580459253,0
3319,3242,74,1,74,0,26,0,9992,74,0,1,-1.6665715513133044,0,2,39,3,74,0,-1.567801242956506,37870.11921100435,0
3320,3243,74,1,74,0,17,1,9992,29,2,1,-1.66653683693549,0,2,39,2,4,1,-1.5000711391038293,21696.35016590001,0
3328,3251,74,6,74,0,24,0,9992,39,2,0,-1.6662591219129752,0,0,51,1,4,1,-0.7414939759538497,8279.002374548158,0
3332,3255,62,3,31,1,23,4,9992,74,0,1,-1.6661202644017177,0,0,27,2,74,0,-0.7821320382654557,9439.843039443163,0
3335,3258,53,4,55,2,1,2,9992,3,3,1,-1.6660161212682747,0,2,4,1,74,0,-0.755039996724385,8536.664427706984,0
3337,3260,17,7,3,2,6,1,9992,27,2,1,-1.665946692512646,0,0,55,3,42,2,-0.7821320382654557,8591.317822414565,0
